chr7	99998448	100026214	ENSG00000078487	1.0	-	542	9403	27766	0.3386516
chr22	41829495	41842626	ENSG00000183864	1.0	-	1959	10848	13131	0.8261366
chr1	244999024	245008359	ENSG00000203667	1.0	+	3286	9048	9335	0.9692555
chr12	49521564	49524779	ENSG00000123416	1.0	-	2248	2376	3215	0.7390358
chr19	40927498	40931531	ENSG00000197019	1.0	-	723	3928	4033	0.9739648
chr17	80036213	80055807	ENSG00000169710	1.0	-	5173	19246	19594	0.9822395
chr16	31191831	31203127	ENSG00000089280	1.0	+	3574	11064	11296	0.9794617
chr19	34663809	34720420	ENSG00000257103	1.0	+	3500	47721	56611	0.8429634
chr21	43406939	43430095	ENSG00000173276	1.0	-	1749	20431	23156	0.8823199
chr7	104655026	104754808	ENSG00000005483	1.0	+	2775	63894	99782	0.6403359
chr16	30709930	30755602	ENSG00000080603	1.0	+	4418	39874	45672	0.8730513
chr1	225674536	225840443	ENSG00000154380	1.0	-	4449	106292	165907	0.6406722
chr9	140136065	140138159	ENSG00000188229	1.0	+	1257	1947	2094	0.9297994
chr1	226249952	226259702	ENSG00000163041	1.0	+	1852	8385	9750	0.8600000
chr22	39708886	39715993	ENSG00000100316	1.0	-	6908	6868	7107	0.9663712
chr5	177631908	177638164	ENSG00000197451	1.0	+	3786	6256	6256	1.0000000
chr22	42979726	43010567	ENSG00000100227	1.0	-	1113	20885	30841	0.6771830
chr19	2037469	2050842	ENSG00000099875	1.0	-	2268	13106	13373	0.9800344
chr6	86370709	86388050	ENSG00000203875	1.0	-	2302	11936	17341	0.6883109
chr6	36562545	36573377	ENSG00000112081	1.0	+	2678	10376	10832	0.9579025
chr16	89627465	89630950	ENSG00000167526	1.0	+	2296	3361	3485	0.9644189
chr3	9439699	9520924	ENSG00000168137	1.0	+	2873	60883	81225	0.7495599
chr19	34919657	34960853	ENSG00000126261	1.0	+	3651	36077	41196	0.8757403
chr19	32880955	32896065	ENSG00000267213	1.0	-	1217	13055	15110	0.8639973
chr14	103800281	103811362	ENSG00000100664	1.0	+	3668	10859	11081	0.9799657
chr21	47879212	47989926	ENSG00000160305	1.0	+	2470	65120	110714	0.5881822
chr1	226170402	226186631	ENSG00000143751	1.0	-	812	13220	16229	0.8145912
chr1	21069153	21113415	ENSG00000127483	1.0	-	1996	32323	44262	0.7302653
